Unnamed: 0,Video ID,Title,Channel,Upload date,Stock,Summary,Company,Symbol,Sentiment
205,5lPwOFYEcsM,Tesla stock tumbles after China sales slump | REUTERS,Reuters,2024-03-05 06:29:57+00:00,11,"tesla stock took a big tumble. monday. shares in the company fell over 7% after new figures showed sales slumping in china. tesla sold just over 60,000 china made vehicles in february. that was down 19% on a year earlier and lowest figure since december 2022.",Tesla,TSLA,0
206,B8VMPc0h0rs,"S&P 500, Nasdaq close at fresh records on AI boost | REUTERS",Reuters,2024-03-02 00:09:12+00:00,239,i chipmaker n Nvidia gained 4% and closed above $2 trillion dollar in market value for the first time. simplify asset management chief strategist michael green said some investors are ditching their broader market focus to plow more money into these hot names. i' suggest that we're seeing the market narrow as people increasingly focus on these ai rel related stocks.,Nasdaq,NDAQ,2
207,V7WHXuxF9Co,"S&P 500, Nasdaq register record closing highs | REUTERS",Reuters,2024-03-01 02:14:31+00:00,239,"All three major indexes rose, with the dow adding 1/10th of 1%, the s&p 500 climbing half of 1% and the nasdaq gaining 9/10 of 1%. all three gained ground in february for the fourth month in a row. stocks on the move outside the technology sector included boeing, which fell nearly 2% after a report.",Nasdaq,NDAQ,2
208,LJMoLw0H_-o,Nasdaq leads Wall Street lower as Apple slides | REUTERS,Reuters,2024-03-06 01:00:25+00:00,1,"Apple shares shed nearly 3% after a research report showed iphone sales in china fell 24% year-over-year in the first 6 weeks of 2024. The drop comes amid increasing popul po it for smartphones made by chinese rival huawei. But shares of apple are still a good bet, says jimmy lee, ceo of the wealth consulting group.",Apple,AAPL,0
209,LJMoLw0H_-o,Nasdaq leads Wall Street lower as Apple slides | REUTERS,Reuters,2024-03-06 01:00:25+00:00,239,The dow and s&p 500 each shed 1% and the nasdaq plunged nearly 1.7%. chip sector was battered after advanced micro devices hit a roadblock in its efforts to sell an artificial intelligence chip tailored for the chinese market. target shares rallied 12% after the retailer forecast annual comparable sales largely above estimates.,Nasdaq,NDAQ,0
210,w61_hk01AZI,"CVS, Walgreens start offering abortion pills this month | REUTERS",Reuters,2024-03-02 12:16:27+00:00,390,"cvs and walgreens, the two largest us pharmacy chains, will start selling abortion pill nef stone at stores in several states this month. this comes as republicans have issued restrictive abortion laws in nearly two dozen states since the supreme court's overturning of ro v wade in 2022, which ended recognition of a constitutional right to abortion.",Walgreens,WBA,0
211,Hda7tQ1wnhM,BVTV: Apple’s China fortunes | REUTERS,Reuters,2024-03-07 22:37:50+00:00,1,American companies in the giant market are facing weaken demand as well as a shift to more homegrown brands. counterpoint research data shows that apple so 24% fewer iphones in china in the first 6 weeks of this year compared to the year prior. domestic rival huawei sales meanwhile rose by blistering 64% over the same period.,Apple,AAPL,0
212,fJ8ApcrVibo,Apple's China iPhone sales plunge as Huawei gains | REUTERS,Reuters,2024-03-05 11:34:11+00:00,1,Apple's iphone sales in china fell 24% on the year in the first 6 weeks of 2024. the us company took a hit due to stronger competition from domestic chinese competitors. apple dropped to fourth place in terms of chinese market share. huawei saw unit sales up 64% in the period.,Apple,AAPL,0
213,xbU_b4Pwank,"Target foresees sales rebound, plans new stores | REUTERS",Reuters,2024-03-06 06:46:05+00:00,107,"target is aiming for a better year in 2024. on t Tuesday, the retailer said the holiday season was better than expected. earnings for the quarter came in at almost $3 per share. over the next decade, it expects to open more than 300 us outlets and remodel most of its 2,000 existing ones.",Target,TGT,2
214,q1DoDWjQkDk,Tesla steps up EV price war in China | REUTERS,Reuters,2024-03-01 12:34:11+00:00,11,"tesla is stepping up a price war over electric cars in china. on friday, the firm rolled out a range of new incentives for buyers. people picking up new cars from stock by the end of march can now get perks worth up to around $4,800. that includes discounts on insurance.",Tesla,TSLA,2
215,gUwKeUkdBVw,Meta resolves issue after thousands report outages,NBC News,2024-03-05 21:30:02+00:00,5,"thousands of meta users were not able to sign in. facebook users reported that they were forced out of their accounts. Users on instagram and threads also reported issues accessing their accounts or refreshing their feeds. shares of meta fell about 1%. back to you, back toYou.",Meta,META,0
216,xOqh-4THhF8,Texas Gov. Greg Abbott on border crisis and Trump's immigration policy,ABC News,2024-03-06 03:30:01+00:00,37,,Abbott,ABT,1
217,Hg-SVFSahI0,"CVS, Walgreens to sell abortion pill: What to know",CBS News,2024-03-02 01:37:00+00:00,390,cbs and walgreens say they have been fda certified. the chains will not provide the pill via mail. decades of research on the safety has prompted the fda in recent year tossup date the regulations and allow it to be mailed to patients or for pharmacies to fill the prescription.,Walgreens,WBA,1
